category_class	txgnn	medical_specialization	anatomical	is_pathogen_caused	is_cancer	is_glucose_dysfunction	tag_existing_treatment	tag_QALY_lost
MONDO:0010757	neurodegenerative_disease | autoimmune_diseases	neurology | genetics_and_genomics	"brain_disorder
spinal_disorder"	False	False	False	false	low
MONDO:0014346	neurodegenerative_disease | autoimmune_diseases | cancer | inflammatory_disease	dermatology | pediatric	skin_disorder|vascular_disorder	False	False	False	false	low
MONDO:0008676	neurodegenerative_disease | cancer | autoimmune_diseases | inflammatory_disease	dermatology | pediatric	skin_disorder|vascular_disorder	False	False	False	true	low
MONDO:0018269	autoimmune_diseases | anemia | inflammatory_disease	hematology|genetics_and_genomics	blood_bone_marrow_disorder|lymphatic_disorder|immune_disorder	False	False	False	false	high
MONDO:0001827	inflammatory_disease | metabolic_disorder | allergy	dermatology | urology | pediatrics	skin_disorder | urinary_tract_disorder	True	False	False	true	low
MONDO:0017918	neurodegenerative_disease | intellectual_disability_syndrome does not exist so mental_health_disorder is a better fit than this | metabolic_disorder	neurology | genetics_and_genomics | pediatric	brain_disorder|spinal_disorder	False	False	False	false	very high
MONDO:0010199	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases	genetics_and_genomics | dermatology	skin_disorder | hair_growth_disorder | bone_disorder | other	False	False	False	false	high
MONDO:0016447	autoimmune_diseases|inflammatory_disease	dermatology | otolaryngology	skin_disorder | skin_disorder	False	False	False	false	low
MONDO:0010197	neurodegenerative_disease | metabolic_disorder	genetics_and_genomics | pediatric | neurology	ear_disorder | throat_disorder | other	False	False	False	false	medium
MONDO:0005417	neurodegenerative_disease | metabolic_disorder | inflammatory_disease	neurology | ophthalmology	eye_disorder|other	False	False	False	true	high
MONDO:0024183	metabolic_disorder|cardiovascular_disorder|inflammatory_disease	cardiology | endocrinology | rheumatology	endocrine_disorder | vascular_disorder	False	False	False	true	high
MONDO:0019380	neurodegenerative_disease | inflammatory_disease	neurology | veterinary	brain_disorder|immune_disorder	True	False	False	false	high
MONDO:0016976	cancer | adrenal_gland_disease | thyroid_disease	oncology | endocrinology	endocrine_disorder|thyroid_disorder	False	True	False	false	high
MONDO:0971140	cancer | pleural_disease | mesothelioma	oncology | cardiothoracic | pulmonology	lung_disorder | pleura_disorder	False	True	False	false	medium
MONDO:0005103	cancer | other	oncology | orthopaedic | dermatology	muscle_disorder|bone_disorder	False	True	False	true	medium
MONDO:0017292	cancer | adrenal_gland_disease	oncology | pulmonology	lung_disorder|reproductive_system_disorder	False	True	False	false	medium
MONDO:0043077	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	genetics_and_genomics | pediatrics | endocrinology	eye_disorder | brain_disorder | endocrine_disorder	False	False	False	false	very high
MONDO:0003433	| cancer | adrenal_gland_disease | other	oncology | urology	kidney_disorder | upper_gastrointestinal_disorder | lower_gastrointestinal_disorder	False	False	False	false	medium
MONDO:0022007	metabolic_disorder | water_intoxication can also be related to neurological disorders but the primary cause is due to imbalance of electrolytes in body which makes it a metabolic disorder	renal medicine | nephrology	kidney_disorder|urinary_tract_disorder	False	False	False	false	medium
MONDO:0019077	cancer | autoimmune_diseases | inflammatory_disease	dermatology | oncology	skin_disorder | lymphatic_disorder | blood_bone_marrow_disorder	False	False	False	false	low
MONDO:0020649	cancer | adrenal_gland_disease | other	dermatology | urology | oncology	reproductive_system_disorder | skin_disorder	False	True	False	true	high
MONDO:0035473	autoimmune_diseases|lymphedema|genital_dysplasia|inflammatory_disease|cancer	dermatology | immunology | oncology | obstetrics_and_gynecology	immune_disorder | lymphatic_disorder | skin_disorder	False	False	False	false	high
MONDO:0032579	metabolic_disorder|neurodegenerative_disease	genetics_and_genomics | pediatric | neurology | endocrinology | cardiology	lymphatic_disorder | immune_disorder | other	False	False	True	false	medium
MONDO:0042963	metabolic_disorder|inflammatory_disease	hematology | hepatology | gastroenterology	liver_disorder|lower_gastrointestinal_disorder	False	False	False	false	medium
MONDO:0008669	autoimmune_diseases|allergy|inflammatory_disease	obstetrics_and_gynecology|allergy_and_immunology	reproductive_system_disorder | immune_disorder | urinary_tract_disorder	False	False	False	true	low
MONDO:0019370	autoimmune_diseases|inflammatory_disease	obstetrics_and_gynecology|dermatology|allergy_and_immunology	reproductive_system_disorder | skin_disorder	True	False	False	false	medium
MONDO:0006014	inflammatory_disease | autoimmune_diseases	obstetrics_and_gynecology | dermatology	reproductive_system_disorder | skin_disorder	True	False	False	true	low
MONDO:0021722	inflammatory_disease | autoimmune_diseases	obstetrics_and_gynecology|urology	reproductive_system_disorder | skin_disorder	False	False	False	false	high
MONDO:0002201	cancer | inflammatory_disease | autoimmune_diseases	dermatology | oncology	reproductive_system_disorder | skin_disorder	False	False	False	false	low
MONDO:0002190	cancer | inflammatory_disease | autoimmune_diseases	dermatology | obstetrics_and_gynecology	skin_disorder|reproductive_system_disorder	False	False	False	false	low
MONDO:0024609	cancer | cancer	dermatology|oncology|obstetrics_and_gynecology	skin_disorder | reproductive_system_disorder	False	True	False	false	high
MONDO:0003636	cancer|inflammatory_disease|autoimmune_diseases	dermatology | oncology	skin_disorder|reproductive_system_disorder	False	True	False	false	high
MONDO:0004243	cancer | sarcoma	oncology | obstetrics_and_gynecology	skin_disorder | reproductive_system_disorder	False	True	False	false	high
MONDO:0004213	cancer | autoimmune_diseases | inflammatory_disease	oncology|dermatology|obstetrics_and_gynecology	skin_disorder | reproductive_system_disorder	False	True	False	false	medium
MONDO:0002188	inflammatory_disease | cancer	dermatology | obstetrics_and_gynecology	skin_disorder | lymphatic_disorder | reproductive_system_disorder	False	False	False	false	low
MONDO:0002205	cancer | autoimmune_diseases | inflammatory_disease	oncology|dermatology	skin_disorder | reproductive_system_disorder	False	True	False	true	high
MONDO:0003599	cancer | other	oncology | dermatology	muscle_disorder | skin_disorder | reproductive_system_disorder	False	True	False	false	high
MONDO:0006491	autoimmune_diseases|inflammatory_disease	dermatology | obstetrics_and_gynecology	skin_disorder|reproductive_system_disorder	False	False	False	true	medium
MONDO:0003372	cancer | other	obstetrics_and_gynecology | oncology	muscle_disorder | reproductive_system_disorder | skin_disorder	False	True	False	false	very high
MONDO:0003298	cancer | other	obstetrics_and_gynecology | oncology	reproductive_system_disorder|muscle_disorder	False	False	False	false	low
MONDO:0004212	cancer | inflammatory_disease | autoimmune_diseases	dermatology | oncology	skin_disorder|reproductive_system_disorder	False	True	False	false	medium
MONDO:0004199	cancer|inflammatory_disease	dermatology|oncology	skin_disorder|reproductive_system_disorder	False	True	False	true	high
MONDO:0006621	inflammatory_disease | cancer	dermatology|obstetrics_and_gynecology	skin_disorder|reproductive_system_disorder|lower_gastrointestinal_disorder	False	False	False	false	low
MONDO:0005198	cancer | adrenal_gland_disease | other | inflammatory_disease | autoimmune_diseases	oncology | dermatology | obstetrics_and_gynecology	skin_disorder|reproductive_system_disorder	False	True	False	true	low
MONDO:0003253	cancer | inflammatory_disease	dermatology | oncology	reproductive_system_disorder | skin_disorder	False	False	False	false	low
MONDO:0004281	cancer | adrenal_gland_disease | other	dermatology | oncology	skin_disorder|reproductive_system_disorder	False	True	False	false	medium
MONDO:0004283	| cancer | hidradenocarcinoma |	oncology | dermatology | obstetrics_and_gynecology	reproductive_system_disorder|skin_disorder	False	True	False	false	high
MONDO:0003995	cancer | adrenal_gland_disease | childhood_disease | cancer	oncology | pediatric | obstetrics_and_gynecology	muscle_disorder | reproductive_system_disorder | skin_disorder	False	True	False	true	high
MONDO:0005215	| cancer | adrenal_gland_disease | autoimmune_diseases	dermatology | oncology | obstetrics_and_gynecology	reproductive_system_disorder | skin_disorder	False	True	False	true	high
MONDO:0004090	cancer|adrenal_gland_disease|inflammatory_disease|autoimmune_diseases|cardiovascular_disorder	oncology | dermatology | obstetrics_and_gynecology	skin_disorder | reproductive_system_disorder	False	True	False	false	high
MONDO:0003881	cancer|adrenal_gland_disease|autoimmune_diseases	dermatology | oncology | obstetrics_and_gynecology	reproductive_system_disorder|skin_disorder	False	True	False	false	medium
MONDO:0002192	cancer | inflammatory_disease | other	dermatology | obstetrics_and_gynecology	skin_disorder | vascular_disorder	False	False	False	false	low
MONDO:0003391	cancer | other	oncology|dermatology|pediatric	skin_disorder | teeth_disorder	False	True	False	false	high
MONDO:0024336	cancer | adenocarcinoma	oncology | obstetrics_and_gynecology	reproductive_system_disorder | skin_disorder	False	True	False	true	high
MONDO:0021642	cardiovascular_disorder | inflammatory_disease	hematology|obstetrics_and_gynecology	liver_disorder | vascular_disorder	False	False	False	false	low
MONDO:0002207	cancer | inflammatory_disease	dermatology | oncology | obstetrics_and_gynecology	reproductive_system_disorder | skin_disorder	False	True	False	true	medium
MONDO:0002758	cancer | adrenal_gland_disease | other	dermatology | oncology | obstetrics_and_gynecology	reproductive_system_disorder|skin_disorder	False	True	False	true	low
MONDO:0006620	cancer|inflammatory_disease	obstetrics_and_gynecology|oncology	reproductive_system_disorder | lower_gastrointestinal_disorder	False	False	False	false	low
MONDO:0002955	cancer | basal cell carcinoma | skin disease	oncology | dermatology | obstetrics_and_gynecology	reproductive_system_disorder|skin_disorder	False	True	False	true	medium
MONDO:0001135	mental_health_disorder | other	neurology | psychiatry	brain_disorder | reproductive_system_disorder	False	False	False	false	low
MONDO:0027696	inflammatory_disease|toxicity	hepatology | pulmonology | other	liver_disorder | lung_disorder	False	False	False	voriconazole is an antifungal medication used to treat serious fungal infections. while it can be effective, it also has potential toxicities and side effects, which can include:, 1. **hepatotoxicity**: voriconazole can cause liver enzyme elevations and potentially lead to liver damage., 2. **visual disturbances**: some patients may experience visual side effects such as blurred vision, changes in color perception, and light sensitivity., 3. **central nervous system effects**: there can be neurotoxicity, manifesting as hallucinations or other neurological symptoms, particularly with higher doses., 4. **skin reactions**: skin rashes can occur, and there is a risk of more severe reactions like stevens-johnson syndrome., 5. **qt prolongation**: voriconazole may cause changes in heart rhythm, leading to a prolonged qt interval, which can increase the risk of arrhythmias., 6. **renal toxicity**: while less common, it can also affect kidney function., while voriconazole is efficacious in treating certain fungal infections, it is important for healthcare providers to monitor for these toxicities and manage them appropriately. if you are asking about whether there are treatments specifically for voriconazole toxicity itself or how to manage it, the answer would depend on the specific symptoms and the severity of the toxicity. treatment may include dose adjustment, temporary discontinuation, or symptomatic management., in summary, the existence of efficacious treatments for the underlying fungal infections that voriconazole targets is true, while considerations for toxicity management are also essential. if the question concerns whether voriconazole toxicity specifically has effective treatments, that is more nuanced and may need further clarification.	high
MONDO:0015631	cardiovascular_disorder | metabolic_disorder	hematology | genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	true	high
MONDO:0015630	metabolic_disorder|bleeding_disorder	hematology | genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	true	medium
MONDO:0015629	cardiovascular_disorder | metabolic_disorder | anemia	hematology | genetics_and_genomics	vascular_disorder | blood_bone_marrow_disorder	False	False	False	true	high
MONDO:0015628	cardiovascular disorder | bleeding_disorder | genetic_disorder | metabolic disorder	hematology | genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	true	medium
MONDO:0010191	metabolic disorder | cardiovascular_disorder	hematology | genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	true	high
MONDO:0013304	metabolic_disorder | cardiovascular_disorder	hematology | genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	true	high
MONDO:0008668	metabolic_disorder | cardiovascular_disorder	hematology | genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	true	medium
MONDO:0024574	cardiovascular_disorder | blood_disorder	genetics_and_genomics | hematology	vascular_disorder | blood_bone_marrow_disorder	False	False	False	true	medium
MONDO:0009121	autoimmune_diseases | inflammatory_disease | metabolic_disorder	pediatric | genetics_and_genomics | neurology	liver_disorder | biliary_disorder | vascular_disorder	False	False	False	false	very high
MONDO:0008667	cardiovascular_disorder|cancer	genetics_and_genomics | oncology | renal medicine	kidney_disorder | vascular_disorder | brain_disorder	False	False	False	false	high
MONDO:0020353	neurodegenerative_disease | cancer | adrenal_gland_disease	pediatric | genetics_and_genomics | neurology | ophthalmology | oncology	eye_disorder | vascular_disorder	False	False	False	false	medium
MONDO:0008666	| inflammatory_disease | gastrointestinal_disease	gastroenterology | pediatric	lower_gastrointestinal_disorder|upper_gastrointestinal_disorder	False	False	False	true	high
MONDO:0043862	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	otolaryngology | pulmonary	throat_disorder|voice_disorders	False	False	False	true	high
MONDO:0007017	neurodegenerative_disease|inflammatory_disease	neurology | ophthalmology	eye_disorder|spinal_disorder	False	False	False	false	low
MONDO:0004862	inflammatory_disease | autoimmune_diseases	ophthalmology | other	eye_disorder | eye_disorder	True	False	False	true	high
MONDO:0031001	metabolic_disorder | autoimmune_diseases	genetics_and_genomics|orthopaedic|ophthalmology	eye_disorder | bone_disorder | joint_disorder	False	False	False	false	high
MONDO:0001923	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	genetics_and_genomics | ophthalmology	eye_disorder | other	False	False	False	false	high
MONDO:0020248	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology | ophthalmology	eye_disorder |	False	False	False	false	high
MONDO:0010189	autoimmune_diseases | neurodegenerative_disease	dermatology | genetics_and_genomics | pediatrics | urology	skin_disorder | immune_disorder | kidney_disorder | urinary_tract_disorder	False	False	False	false	very high
MONDO:0014509	metabolic_disorder | neurodegenerative_disease | autoimmune_diseases	genetics_and_genomics | ophthalmology	eye_disorder|eye_disorder	False	False	False	false	medium
MONDO:0014508	metabolic disorder | neurodegenerative disease | inflammatory disease	genetics_and_genomics | ophthalmology	eye_disorder | eye_disorder	False	False	False	false	medium
MONDO:0024561	neurodegenerative_disease | metabolic_disorder	neurology | genetics_and_genomics | ophthalmology	eye_disorder | other	False	False	False	false	medium
MONDO:0007931	metabolic_disorder | neurodegenerative_disease	neurology | genetics_and_genomics | ophthalmology	eye_disorder | other	False	False	False	false	high
MONDO:0007933	metabolic_disorder | neurodegenerative_disease | autoimmune_diseases	genetics_and_genomics | ophthalmology	eye_disorder|eye_disorder	False	False	False	false	medium
MONDO:0000390	metabolic_disorder|autoimmune_diseases	genetics_and_genomics | ophthalmology	eye_disorder|vitreoretinal_disorder|hereditary_disorder	False	False	False	false	medium
MONDO:0011837	metabolic disorder | anemia	hematology | genetics_and_genomics	liver_disorder | blood_bone_marrow_disorder	False	False	False	false	high
MONDO:0010187	metabolic disorder | anemia | inflammatory disease	hematology | genetics_and_genomics	liver_disorder | blood_bone_marrow_disorder	False	False	False	true	high
MONDO:0016010	metabolic_disorder | anemia	pediatric | obstetrics_and_gynecology	liver_disorder | upper_gastrointestinal_disorder	False	False	False	false	high
MONDO:0001244	metabolic disorder|anemia	hematology | hepatology | pediatrics	liver_disorder | upper_gastrointestinal_disorder	False	False	False	true	high
MONDO:0033640	metabolic_disorder | neurodegenerative_disease	pediatric | endocrinology | genetics_and_genomics | orthopaedic	bone_disorder | kidney_disorder | liver_disorder	False	False	False	true	high
MONDO:0010931	metabolic_disorder | genetic_disease	pediatric | genetics_and_genomics | endocrinology | orthopaedic	bone_disorder | kidney_disorder | endocrine_disorder	False	False	False	true	very high
MONDO:0010186	metabolic_disorder|neurodegenerative_disease	genetics_and_genomics|pediatric|endocrinology	bone_disorder | endocrine_disorder	False	False	False	true	high
MONDO:0019642	metabolic_disorder|rickets|	pediatric | endocrinology | genetics_and_genomics	bone_disorder | endocrine_disorder	False	False	False	true	high
MONDO:0020723	metabolic_disorder|neurodegenerative_disease|adrenal_gland_disease	pediatric | genetics_and_genomics | endocrinology	bone_disorder | endocrine_disorder	False	False	False	true	high
MONDO:0009924	metabolic_disorder|neurodegenerative_disease	pediatric | genetics_and_genomics | endocrinology | orthopaedic	bone_disorder | endocrine_disorder	False	False	False	true	very high
MONDO:0010810	metabolic disorder | vitamin d hydroxylation-deficient rickets type 1b	genetics_and_genomics | endocrinology | pediatric | orthopaedic	bone_disorder | endocrine_disorder	False	False	False	true	high
MONDO:0100471	metabolic_disorder | anemia	"endocrinology | osteoporosis is a common result of vitamin D deficiency, but this isn't in the options
pediatric |"	bone_disorder | endocrine_disorder	False	False	False	true	high
MONDO:0017360	metabolic_disorder | anemia	genetics_and_genomics | hematology | pediatric	blood_bone_marrow_disorder|bone_disorder	False	False	False	false	very high
MONDO:0019267	metabolic_disorder | anemia	genetics_and_genomics | hematology	blood_bone_marrow_disorder|bone_disorder|muscle_disorder	False	False	False	false	high
MONDO:0017685	metabolic_disorder|neurodegenerative_disease|anemia	genetics_and_genomics | hematology	blood_bone_marrow_disorder | blood_disorder | metabolic_disorder	False	False	False	true	high
MONDO:0017214	metabolic_disorder | anemia	genetics_and_genomics | hematology | neurology	blood_bone_marrow_disorder | vitamin_b12_related	False	False	False	true	high
MONDO:0020112	metabolic_disorder | anemia	hematology | genetics_and_genomics | pediatric | other	blood_bone_marrow_disorder | upper_gastrointestinal_disorder	False	False	False	false	medium
MONDO:0007016	metabolic_disorder | anemia	gastroenterology | dermatology | ophthalmology | pediatrics	eye_disorder | liver_disorder | upper_gastrointestinal_disorder	False	False	False	true	high
MONDO:0018486	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology | ophthalmology	eye_disorder|brain_disorder	False	False	False	false	high
MONDO:0001834	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology|ophthalmology	eye_disorder | brain_disorder	False	False	False	false	medium
MONDO:0032655	autoimmune_diseases | inflammatory_disease	| ophthalmology | pulmonology | other	eye_disorder|lung_disorder	False	False	False	false	high
MONDO:0003584	neurodegenerative_disease|visual_cortex_disorder	neurology | ophthalmology	eye_disorder | brain_disorder	False	False	False	false	high
MONDO:0009220	metabolic_disorder|congenital	pediatric | hepatology | genetics_and_genomics | gastroenterology	liver_disorder | upper_gastrointestinal_disorder	False	False	False	false	low
MONDO:0019133	neurodegenerative_disease | developmental_delay | facial_dysmorphism | brain_anomalies | visceral_neuropathy | metabolic_disorder	genetics_and_genomics | neurology | pediatric	brain_disorder | developmental_delay | facial_dysmorphism	False	False	False	false	very high
MONDO:0012317	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases	neurology | genetics_and_genomics | pediatric	spinal_disorder | muscle_disorder | other	False	False	False	false	medium
MONDO:0030399	neurodegenerative_disease | metabolic_disorder	neurology|genetics_and_genomics|pediatric	muscle_disorder | spinal_disorder | lower_gastrointestinal_disorder	False	False	False	false	high
MONDO:8000011	neurodegenerative_disease | metabolic_disorder	genetics_and_genomics | neurology	muscle_disorder | nerve_disorder | kidney_disorder	False	False	False	false	high
MONDO:0859157	neurodegenerative_disease | metabolic_disorder	neurology | genetics_and_genomics | pediatric	muscle_disorder|visceral_disorder	False	False	False	false	high
MONDO:0020754	neurodegenerative_disease | metabolic_disorder	neurology | genetics_and_genomics | cardiology	muscle_disorder|visceral_myopathy	False	False	False	false	high
MONDO:0005445	inflammatory_disease | autoimmune_diseases	hematology | gastroenterology | pediatric	lymphatic_disorder | immune_disorder | liver_disorder	True	False	False	true	very high
MONDO:0859166	neurodegenerative_disease | cancer	gastroenterology | oncology | obstetrics_and_gynecology | genetics_and_genomics	muscle_disorder | liver_disorder | lower_gastrointestinal_disorder | kidney_disorder | vascular_disorder | other	False	False	False	false	high
MONDO:0017217	metabolic_disorder|inflammatory_disease	gastroenterology | hepatology | renal medicine	liver_disorder | kidney_disorder | upper_gastrointestinal_disorder	False	False	False	false	very high
MONDO:0800118	autoimmune_diseases | cancer | inflammatory_disease	gastroenterology | hepatology | pulmonology | other	liver_disorder | lung_disorder | other	True	False	False	false	high
