category_class	txgnn	medical_specialization	anatomical	is_pathogen_caused	is_cancer	is_glucose_dysfunction	tag_existing_treatment	tag_QALY_lost
MONDO:0002201	cancer | autoimmune_diseases	dermatology | oncology | obstetrics_and_gynecology	reproductive_system_disorder | skin_disorder	False	False	False	FALSE	LOW
MONDO:0002190	inflammatory_disease | cancer	dermatology|obstetrics_and_gynecology	skin_disorder | reproductive_system_disorder	False	False	False	FALSE	LOW
MONDO:0024609	cancer | adrenal_gland_disease	dermatology|oncology|obstetrics_and_gynecology	skin_disorder | lower_gastrointestinal_disorder | reproductive_system_disorder	False	True	False	FALSE	HIGH
MONDO:0003636	cancer | adrenal_gland_disease | autoimmune_diseases	oncology | dermatology	skin_disorder|reproductive_system_disorder	False	True	False	FALSE	HIGH
MONDO:0004243	cancer | adrenal_gland_disease	oncology|dermatology|obstetrics_and_gynecology	reproductive_system_disorder|skin_disorder	False	True	False	FALSE	HIGH
MONDO:0004213	cancer | autoimmune_diseases	oncology | dermatology	skin_disorder | lower_gastrointestinal_disorder | reproductive_system_disorder | skin_disorder	False	True	False	TRUE	MEDIUM
MONDO:0002188	cancer | inflammatory_disease	dermatology | obstetrics_and_gynecology	skin_disorder|reproductive_system_disorder	False	False	False	TRUE	LOW
MONDO:0002205	cancer | adrenal_gland_disease | other	oncology dermatology	skin_disorder|reproductive_system_disorder	False	True	False	TRUE	HIGH
MONDO:0003599	cancer|	dermatology | oncology	muscle_disorder|skin_disorder	False	True	False	FALSE	HIGH
MONDO:0006491	autoimmune_diseases|inflammatory_disease	dermatology|obstetrics_and_gynecology	skin_disorder|reproductive_system_disorder	False	False	False	TRUE	MEDIUM
MONDO:0003372	cancer | cancer | other	oncology|obstetrics_and_gynecology	muscle_disorder | reproductive_system_disorder | skin_disorder	False	True	False	FALSE	VERY HIGH
MONDO:0003298	cancer | other	obstetrics_and_gynecology | oncology	muscle_disorder | reproductive_system_disorder	False	False	False	FALSE	LOW
MONDO:0004212	| cancer	dermatology|oncology	skin_disorder|reproductive_system_disorder	False	True	False	FALSE	MEDIUM
MONDO:0004199	cancer | skin_disease | cancer	dermatology|oncology	skin_disorder|reproductive_system_disorder	False	True	False	FALSE	HIGH
MONDO:0006621	| cancer | skin_condition | inflammatory_disease | autoimmune_diseases	dermatology | obstetrics_and_gynecology	skin_disorder|reproductive_system_disorder	False	False	False	TRUE	LOW
MONDO:0005198	cancer|inflammatory_disease|autoimmune_diseases	obstetrics_and_gynecology | oncology	reproductive_system_disorder | skin_disorder	False	True	False	TRUE	LOW
MONDO:0003253	cancer|inflammatory_disease	dermatology | oncology | obstetrics_and_gynecology	reproductive_system_disorder | skin_disorder	False	False	False	FALSE	LOW
MONDO:0004281	cancer | adrenal_gland_disease	dermatology|oncology|obstetrics_and_gynecology	skin_disorder|reproductive_system_disorder	False	True	False	FALSE	MEDIUM
MONDO:0004283	cancer | inflammatory_disease | autoimmune_diseases	dermatology | oncology | obstetrics_and_gynecology	skin_disorder | reproductive_system_disorder	False	True	False	FALSE	HIGH
MONDO:0003995	cancer | other	oncology|pediatric|dermatology	muscle_disorder | reproductive_system_disorder | skin_disorder	False	True	False	FALSE	HIGH
MONDO:0005215	cancer | cancer	oncology | obstetrics_and_gynecology	reproductive_system_disorder | skin_disorder	False	True	False	TRUE	HIGH
MONDO:0004090	cancer | squamous_cell_carcinoma | vulvar_disease | basaloid_squamous_cell_carcinoma	obstetrics_and_gynecology | oncology | dermatology	skin_disorder | reproductive_system_disorder	False	True	False	FALSE	HIGH
MONDO:0003881	cancer | adrenal_gland_disease | autoimmune_diseases | cancer	oncology|obstetrics_and_gynecology|dermatology	reproductive_system_disorder | skin_disorder	False	True	False	FALSE	MEDIUM
MONDO:0002192	inflammatory_disease | cancer	dermatology | obstetrics_and_gynecology	skin_disorder|vascular_disorder	False	False	False	FALSE	LOW
MONDO:0003391	cancer | sarcoma	oncology|dermatology|pediatric	skin_disorder | reproductive_system_disorder | muscle_disorder	False	True	False	FALSE	HIGH
MONDO:0024336	| cancer | adrenal_gland_disease	oncology | obstetrics_and_gynecology	reproductive_system_disorder|skin_disorder	False	True	False	TRUE	HIGH
MONDO:0021642	cardiovascular_disorder | inflammatory_disease | autoimmune_diseases	hematology|gynecology	liver_disorder | vascular_disorder	False	False	False	FALSE	LOW
MONDO:0002207	cancer | autoimmune_diseases | inflammatory_disease	obstetrics_and_gynecology | oncology | dermatology	reproductive_system_disorder | skin_disorder	False	True	False	FALSE	HIGH
MONDO:0002758	cancer | adrenal_gland_disease	dermatology|oncology|obstetrics_and_gynecology	reproductive_system_disorder | skin_disorder	False	True	False	FALSE	HIGH
MONDO:0006620	cancer | other	obstetrics_and_gynecology | oncology	reproductive_system_disorder | lower_gastrointestinal_disorder	False	False	False	FALSE	LOW
MONDO:0002955	cancer | other	dermatology | oncology	reproductive_system_disorder|skin_disorder	False	True	False	TRUE	LOW
MONDO:0001135	mental_health_disorder|neurodegenerative_disease	neurology | psychiatry	brain_disorder|reproductive_system_disorder	False	False	False	FALSE	LOW
MONDO:0027696	metabolic_disorder | other	| hepatology | pulmonology | other	liver_disorder | kidney_disorder	False	False	False	FALSE	HIGH
MONDO:0015631	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	TRUE	MEDIUM
MONDO:0015630	metabolic_disorder | anemia | cardiovascular_disorder	hematology | genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	TRUE	MEDIUM
MONDO:0015629	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	TRUE	HIGH
MONDO:0015628	metabolic disorder | blood disorder | cardiovascular_disorder	hematology | genetics_and_genomics | cardiology	vascular_disorder | blood_bone_marrow_disorder	False	False	False	TRUE	MEDIUM
MONDO:0010191	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	TRUE	HIGH
MONDO:0013304	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	TRUE	HIGH
MONDO:0008668	metabolic_disorder | anemia | cardiovascular_disorder	hematology | genetics_and_genomics	vascular_disorder | blood_bone_marrow_disorder	False	False	False	TRUE	MEDIUM
MONDO:0024574	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder	False	False	False	TRUE	MEDIUM
MONDO:0009121	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases | inflammatory_disease	genetics_and_genomics | neurology | pediatric	liver_disorder | vascular_disorder | immune_disorder	False	False	False	FALSE	HIGH
MONDO:0008667	neurodegenerative_disease | cancer	genetics_and_genomics | oncology	kidney_disorder|lower_gastrointestinal_disorder|blood_bone_marrow_disorder	False	False	False	FALSE	HIGH
MONDO:0020353	neurodegenerative_disease | cancer | inflammatory_disease	neurology | genetics_and_genomics | pediatric | ophthalmology	eye_disorder | brain_disorder	False	False	False	FALSE	MEDIUM
MONDO:0008666	gastrointestinal_disease | inflammatory_disease	gastroenterology | pediatric	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	False	False	False	FALSE	HIGH
MONDO:0043862	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	otolaryngology|neurology	throat_disorder | voice_disorder	False	False	False	TRUE	HIGH
MONDO:0007017	| neurodegenerative_disease | inflammatory_disease	neurology | ophthalmology	eye_disorder|eye_disorder	False	False	False	FALSE	MEDIUM
MONDO:0004862	inflammatory_disease | autoimmune_diseases	ophthalmology | infectious_diseases	eye_disorder | other	True	False	False	FALSE	HIGH
MONDO:0031001	"metabolic_disorder | genetic_disorder | developmental_disorder | eye_disorder | skeletal_disorder 

Corrected list to fit the given format: 
metabolic_disorder | genetic_disorder | developmental_disorder | eye_disorder | skeletal_disorder"	genetics_and_genomics | ophthalmology | orthopaedic | pediatric	eye_disorder|joint_disorder|bone_disorder	False	False	False	FALSE	HIGH
MONDO:0001923	neurodegenerative_disease | metabolic_disorder | inflammatory_disease | autoimmune_diseases	genetics_and_genomics | ophthalmology	eye_disorder | eye_disorder	False	False	False	FALSE	HIGH
MONDO:0020248	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	| ophthalmology | other	eye_disorder|vitreoretinal_degeneration does fit into this category, so it will be excluded from the list.	False	False	False	FALSE	HIGH
MONDO:0010189	autoimmune_diseases|neurodegenerative_disease|metabolic_disorder	dermatology | genetics_and_genomics | pediatric | urology	skin_disorder | immune_disorder | kidney_disorder	False	False	False	FALSE	HIGH
MONDO:0014509	metabolic_disorder | neurodegenerative_disease	genetics_and_genomics | ophthalmology	eye_disorder|eye_disorder	False	False	False	FALSE	MEDIUM
MONDO:0014508	metabolic_disorder | inherited_condition	genetics_and_genomics|ophthalmology	eye_disorder|lower_gastrointestinal_disorder	False	False	False	FALSE	MEDIUM
MONDO:0024561	metabolic_disorder|neurodegenerative_disease	genetics_and_genomics | ophthalmology	eye_disorder | eye_disorder	False	False	False	FALSE	MEDIUM
MONDO:0007931	metabolic_disorder | neurodegenerative_disease | autoimmune_diseases	genetics_and_genomics | ophthalmology	eye_disorder | eye_disorder	False	False	False	FALSE	HIGH
MONDO:0007933	metabolic_disorder | hereditary_disease | eye_disease	genetics_and_genomics | ophthalmology	eye_disorder|other	False	False	False	FALSE	MEDIUM
MONDO:0000390	metabolic_disorder | eye_disease | genetic_condition | hereditary_condition	genetics_and_genomics | ophthalmology	eye_disorder | eye_disorder	False	False	False	FALSE	HIGH
MONDO:0011837	metabolic_disorder | anemia	hematology | genetics_and_genomics	liver_disorder | blood_bone_marrow_disorder	False	False	False	FALSE	HIGH
MONDO:0010187	metabolic disorder|coagulation disorder	hematology | genetics_and_genomics	liver_disorder | blood_bone_marrow_disorder	False	False	False	FALSE	HIGH
MONDO:0016010	metabolic_disorder | anemia	pediatric | obstetrics_and_gynecology | genetics_and_genomics | hepatology	liver_disorder | upper_gastrointestinal_disorder	False	False	False	FALSE	HIGH
MONDO:0001244	metabolic_disorder | anemia	pediatric | hematology | hepatology | gynecology	liver_disorder | upper_gastrointestinal_disorder	False	False	False	TRUE	HIGH
MONDO:0033640	metabolic_disorder | genetic_disorder	pediatric | genetics_and_genomics	bone_disorder | kidney_disorder | endocrine_disorder	False	False	False	TRUE	HIGH
MONDO:0010931	metabolic_disorder | genetic_disorders	genetics_and_genomics | endocrinology | pediatric | orthopaedic	"bone_disorder | vitamin_d_dependent_rickets_type_2b falls under this category since it affects the bones. However, considering the disease's name includes ""Vitamin D-Dependent Rickets"", which suggests a connection to calcium and phosphorus metabolism (a function of parathyroid glands) and can be linked back to an endocrine disorder"	False	False	False	TRUE	HIGH
MONDO:0010186	metabolic_disorder | inflammatory_disease | neurodegenerative_disease	pediatric | genetics_and_genomics | endocrinology	bone_disorder | endocrine_disorder	False	False	False	TRUE	HIGH
MONDO:0019642	metabolic_disorder | vitamin_d_dependent_rickets_type_2	pediatric | genetics_and_genomics | endocrinology	bone_disorder | endocrine_disorder	False	False	False	TRUE	HIGH
MONDO:0020723	metabolic_disorder | genetic_disease is not in the list but this is a good fit so use metabolic_disorder	pediatric | endocrinology | genetics_and_genomics	bone_disorder | endocrine_disorder | vitamin_d_dependent_rickets_type_1a_is_caused_by_a_defect_in_the_vitamin_d_receptor_gene_and_is_related_to_endocrine_disorders	False	False	False	TRUE	HIGH
MONDO:0009924	metabolic_disorder | genetic_diseases	pediatric | endocrinology | genetics_and_genomics | orthopaedic	bone_disorder|endocrine_disorder|kidney_disorder|spinal_disorder	False	False	False	TRUE	HIGH
MONDO:0010810	metabolic_disorder | vitamin_d_related_disorders	endocrinology | genetics_and_genomics | pediatric | orthopaedic	bone_disorder | endocrine_disorder | kidney_disorder	False	False	False	TRUE	VERY HIGH
MONDO:0100471	metabolic_disorder|anemia	endocrinology | pediatrics | orthopaedic	bone_disorder | endocrine_disorder | joint_disorder | muscle_disorder	False	False	False	TRUE	MEDIUM
MONDO:0017360	metabolic_disorder | anemia	genetics_and_genomics | hematology | pediatric	blood_bone_marrow_disorder | other	False	False	False	FALSE	VERY HIGH
MONDO:0019267	metabolic_disorder | anemia	genetics_and_genomics | hematology | pediatric	blood_bone_marrow_disorder|bone_disorder|muscle_disorder	False	False	False	TRUE	HIGH
MONDO:0017685	metabolic_disorder | anemia	genetics_and_genomics | hematology | pediatric | neurology	blood_bone_marrow_disorder | lower_gastrointestinal_disorder | vitamin metabolism disorder is not in the list so use other	False	False	False	TRUE	HIGH
MONDO:0017214	metabolic_disorder | anemia	genetics_and_genomics | hematology | neurology | pediatrics	blood_bone_marrow_disorder | vitamin_deficiency	False	False	False	TRUE	HIGH
MONDO:0020112	metabolic disorder | anemia	hematology|genetics_and_genomics	blood_bone_marrow_disorder | upper_gastrointestinal_disorder	False	False	False	FALSE	MEDIUM
MONDO:0007016	metabolic disorder | anemia	gastroenterology | dermatology | ophthalmology | pediatric	eye_disorder | liver_disorder | upper_gastrointestinal_disorder	False	False	False	TRUE	HIGH
MONDO:0018486	neurodegenerative_disease | inflammatory_disease	neurology | ophthalmology	eye_disorder|brain_disorder	False	False	False	FALSE	HIGH
MONDO:0001834	neurodegenerative_disease | visual_pathway_disorder can also be related to other category: inflammatory_disease	neurology | ophthalmology	eye_disorder | brain_disorder	False	False	False	FALSE	MEDIUM
MONDO:0032655	neurodegenerative_disease | autoimmune_diseases	| ophthalmology | pulmonology	eye_disorder|lung_disorder	False	False	False	FALSE	HIGH
MONDO:0003584	neurodegenerative_disease|mental_health_disorder|autoimmune_diseases|inflammatory_disease	neurology | ophthalmology	brain_disorder | eye_disorder	False	False	False	FALSE	MEDIUM
